cow_id,name,breed,age_years,parity,days_in_milk,baseline_yield_liters,milk_yield_liters,yield_drop_pct,ec_lf,ec_rf,ec_lh,ec_rh,max_ec,ec_variance,scc,body_temp_c,milk_ph,udder_swelling,kicking_behavior,subclinical_quarter,risk_level,financial_loss_inr,recommended_action,phytotherapy_recipe
COW-2277,Yamuna,HF Cross,6.6,3,70,26.0,25.3,2.5,4.57,4.63,4.41,4.49,4.63,0.22,121121,38.4,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2278,Gauri,Sahiwal,2.7,4,38,17.1,14.0,17.9,4.73,6.58,4.8,4.8,6.58,1.85,261277,38.8,6.72,1,0,RF,MEDIUM,9505,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2279,Devi,Rathi,9.1,1,132,12.2,10.2,16.0,5.27,5.03,5.13,7.19,7.19,2.16,420936,38.7,6.82,1,0,RH,MEDIUM,8769,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2280,Kalyani,Red Sindhi,3.0,5,216,15.4,15.2,1.5,4.66,4.57,4.7,4.54,4.7,0.16,119162,38.7,6.45,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2281,Yamuna,HF Cross,9.0,5,237,25.8,25.7,0.2,5.07,4.93,4.92,5.07,5.07,0.15,126296,38.4,6.68,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2282,Surabhi,Tharparkar,4.7,6,59,15.0,14.9,0.5,4.63,4.55,4.58,4.69,4.69,0.14,157012,38.6,6.66,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2283,Gauri,Gir,9.0,5,267,18.0,18.0,0.0,5.0,4.95,5.1,4.87,5.1,0.23,104346,38.7,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2284,Tulsi,Red Sindhi,5.2,6,256,14.0,13.9,0.5,4.48,4.59,4.45,4.61,4.61,0.16,111124,38.6,6.63,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2285,Bhavani,Rathi,5.5,3,230,10.3,5.4,47.8,6.99,7.1,7.18,7.03,7.18,0.19,600000,40.4,7.07,2,2,Both Front,HIGH,37700,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2286,Kamdhenu,Red Sindhi,9.0,5,215,11.1,9.2,17.3,4.99,5.08,5.02,6.52,6.52,1.53,210000,38.5,6.89,0,1,RH,MEDIUM,8482,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2287,Yamuna,Murrah Buffalo,3.6,4,17,12.9,12.6,2.5,4.63,4.86,4.76,4.65,4.86,0.23,134501,38.5,6.66,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2288,Gauri,Tharparkar,4.4,5,76,10.0,4.5,55.3,6.97,7.15,6.87,6.76,7.15,0.39,1765705,39.6,7.24,2,2,RF,HIGH,42124,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2289,Kapila,Sahiwal,9.4,5,239,17.6,17.2,2.4,4.61,4.39,4.39,4.66,4.66,0.27,73415,38.5,6.57,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2290,Kamdhenu,Rathi,8.8,6,139,12.1,9.6,20.7,5.31,7.12,5.08,5.11,7.12,2.04,323189,39.0,6.88,1,0,RF,MEDIUM,9254,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2291,Lakshmi,Murrah Buffalo,4.7,5,60,14.4,11.9,17.4,6.62,5.29,5.23,5.15,6.62,1.47,470845,38.7,6.74,1,1,LF,MEDIUM,8921,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2292,Lakshmi,Red Sindhi,3.9,3,152,10.2,10.1,1.1,4.61,4.82,4.74,4.86,4.86,0.25,138612,38.3,6.67,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2293,Tulsi,Gir,7.9,2,144,17.6,17.4,1.3,4.69,4.84,4.95,4.68,4.95,0.27,110204,38.4,6.62,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2294,Surabhi,Tharparkar,8.3,2,61,11.6,11.4,1.6,4.85,4.63,4.67,4.7,4.85,0.22,107541,38.8,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2295,Ganga,Tharparkar,6.9,3,228,13.7,13.7,0.0,4.91,5.13,4.95,5.02,5.13,0.22,152830,38.2,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2296,Kapila,Murrah Buffalo,9.0,4,171,16.1,6.2,61.5,7.04,7.07,7.28,6.95,7.28,0.33,1487973,39.8,7.35,2,1,LH,HIGH,39709,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2297,Kalyani,HF Cross,8.0,3,138,23.6,23.3,1.2,4.87,4.79,4.79,4.97,4.97,0.18,168704,38.7,6.6,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2298,Lakshmi,Sahiwal,8.3,5,214,15.2,15.2,0.0,4.81,4.63,4.75,4.67,4.81,0.18,109825,38.8,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2299,Nandini,Rathi,2.9,4,15,10.3,10.3,0.0,4.83,4.78,4.9,4.91,4.91,0.13,153287,38.3,6.52,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2300,Ganga,Gir,4.6,4,204,18.1,17.6,2.9,5.15,5.08,5.02,5.01,5.15,0.14,113098,38.5,6.59,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2301,Nandini,Red Sindhi,5.6,2,19,14.9,6.0,60.0,7.27,7.5,7.25,7.58,7.58,0.33,1384414,40.1,7.22,2,2,LH,HIGH,43225,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2302,Meera,Sahiwal,8.0,5,26,16.6,16.5,0.8,4.9,4.94,4.93,4.86,4.94,0.08,147855,38.8,6.59,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2303,Gauri,Sahiwal,7.9,3,160,14.3,14.0,2.4,4.73,4.62,4.57,4.76,4.76,0.19,95249,38.2,6.62,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2304,Gauri,Tharparkar,3.6,2,72,11.0,10.9,0.8,5.17,5.06,5.19,5.14,5.19,0.13,150207,38.5,6.66,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2305,Kapila,Murrah Buffalo,5.3,3,46,14.3,14.0,2.4,4.67,4.49,4.57,4.75,4.75,0.26,163434,38.5,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2306,Yamuna,Red Sindhi,9.2,5,276,13.8,6.4,53.9,8.31,7.73,8.01,8.03,8.31,0.58,1343372,40.3,7.26,2,2,LF,HIGH,44105,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2307,Ganga,Sahiwal,8.6,2,195,16.7,13.7,17.7,7.22,5.06,5.23,5.25,7.22,2.16,317347,39.3,6.91,1,0,LF,MEDIUM,7996,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2308,Tulsi,Gir,8.9,1,116,17.2,16.8,2.3,4.95,4.87,4.91,4.98,4.98,0.11,155298,38.5,6.64,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2309,Surabhi,Red Sindhi,7.8,1,248,13.3,4.9,63.5,7.13,7.11,6.64,6.61,7.13,0.52,1209171,40.1,7.24,2,1,Both Front,HIGH,47998,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2310,Nandini,Murrah Buffalo,5.0,3,36,12.2,6.5,46.9,7.03,7.2,7.01,6.9,7.2,0.3,600000,40.3,7.18,2,1,LH,HIGH,33275,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2311,Ganga,Sahiwal,3.6,6,241,15.7,15.5,1.4,5.03,4.96,5.09,5.03,5.09,0.13,185743,38.5,6.51,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2312,Kamdhenu,Tharparkar,5.6,4,117,11.5,11.2,2.9,4.96,4.88,4.74,5.0,5.0,0.26,93385,38.6,6.6,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2313,Yamuna,Rathi,5.2,2,49,15.4,15.0,2.6,4.52,4.6,4.38,4.59,4.6,0.22,102319,38.5,6.5,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2314,Meera,Red Sindhi,2.8,3,111,10.2,8.9,12.8,4.88,6.39,4.79,4.98,6.39,1.6,356320,38.9,6.82,1,0,RF,MEDIUM,6053,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2315,Kalyani,Red Sindhi,7.4,6,65,13.1,11.4,13.3,4.92,4.92,4.79,7.11,7.11,2.32,349034,39.2,6.8,1,1,RH,MEDIUM,6690,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2316,Radha,Tharparkar,2.9,5,119,14.9,8.9,40.5,6.69,6.46,6.75,6.66,6.75,0.29,1248525,39.8,7.12,2,2,Both Front,HIGH,32197,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2317,Gauri,Rathi,3.4,5,245,15.8,15.6,1.1,4.66,4.62,4.69,4.68,4.69,0.07,133423,38.7,6.56,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2318,Sita,Rathi,6.1,2,43,11.8,6.5,44.8,7.44,7.65,7.52,7.63,7.65,0.21,1057590,40.0,7.29,2,2,RH,HIGH,34210,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2319,Lakshmi,Red Sindhi,3.1,6,288,14.5,14.1,2.6,4.58,4.77,4.75,4.7,4.77,0.19,77595,38.8,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2320,Sita,Tharparkar,3.6,2,133,13.4,13.1,2.1,5.23,5.13,5.09,5.05,5.23,0.18,85550,38.6,6.62,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2321,Kalyani,Sahiwal,9.1,5,119,19.9,19.7,1.1,4.67,4.83,4.94,4.71,4.94,0.27,95195,38.5,6.51,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2322,Kamdhenu,Gir,8.2,1,106,15.4,9.1,41.0,6.64,6.6,6.55,6.35,6.64,0.29,1560294,40.5,7.25,2,2,LF,HIGH,34828,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2323,Kamdhenu,Gir,6.3,3,108,16.2,12.7,21.3,4.8,4.85,6.17,4.68,6.17,1.49,251763,39.0,6.82,0,1,LH,MEDIUM,9520,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2324,Surabhi,Red Sindhi,7.8,5,82,11.2,10.8,3.3,5.05,5.12,5.11,4.88,5.12,0.24,50000,38.7,6.58,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2325,Meera,HF Cross,7.9,1,246,24.7,24.2,1.9,4.57,4.7,4.74,4.75,4.75,0.18,91665,38.2,6.6,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2326,Sita,Tharparkar,5.6,1,181,10.1,8.6,14.7,5.04,4.88,4.85,7.02,7.02,2.17,210000,38.6,7.0,1,1,RH,MEDIUM,8421,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2327,Kamdhenu,HF Cross,3.1,2,156,18.0,18.0,0.0,4.66,4.79,4.82,4.63,4.82,0.19,119303,38.6,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2328,Sita,Tharparkar,2.8,5,19,12.2,12.0,1.3,4.59,4.53,4.63,4.58,4.63,0.1,124040,38.4,6.56,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2329,Tulsi,Rathi,6.5,4,93,12.3,12.0,2.2,4.43,4.49,4.53,4.63,4.63,0.2,139249,38.5,6.5,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2330,Sita,Gir,5.8,6,260,18.7,18.3,2.3,4.61,4.5,4.48,4.62,4.62,0.14,61771,38.2,6.62,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2331,Sita,Tharparkar,8.8,1,133,10.8,4.5,58.3,7.48,7.66,7.34,7.64,7.66,0.32,1179911,39.6,7.14,2,1,RF,HIGH,43378,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2332,Lakshmi,Murrah Buffalo,9.3,5,14,16.6,8.1,51.0,7.02,6.98,7.21,7.14,7.21,0.23,1108038,39.6,7.14,2,1,Both Hind,HIGH,41045,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2333,Kapila,Tharparkar,4.5,1,82,12.9,12.6,2.6,4.48,4.62,4.7,4.65,4.7,0.22,152831,38.8,6.55,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2334,Ganga,Murrah Buffalo,3.1,6,218,17.6,17.2,2.0,4.5,4.74,4.56,4.63,4.74,0.24,63007,38.6,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2335,Kapila,Gir,8.2,3,199,15.6,15.2,2.4,4.95,4.93,4.99,5.09,5.09,0.16,121328,38.8,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2336,Nandini,Tharparkar,8.0,2,13,15.1,15.1,0.2,4.97,5.11,5.07,4.86,5.11,0.25,120217,38.5,6.57,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2337,Tulsi,Gir,2.9,4,124,19.6,5.8,70.3,6.78,6.85,7.25,6.92,7.25,0.47,1195065,40.2,7.29,2,1,RH,HIGH,51392,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2338,Ganga,Rathi,6.8,6,155,10.0,10.0,0.0,4.95,4.91,4.72,4.87,4.95,0.23,132957,38.7,6.64,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2339,Tulsi,Tharparkar,4.2,2,226,10.4,5.0,52.3,8.53,8.27,8.34,8.08,8.53,0.45,1504070,39.7,7.34,2,1,Both Hind,HIGH,35648,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2340,Kamdhenu,Rathi,5.1,1,103,15.1,8.8,41.5,8.56,8.35,8.42,8.61,8.61,0.26,1416908,39.6,7.26,2,2,LF,HIGH,32475,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2341,Kalyani,Red Sindhi,8.1,1,81,11.2,11.1,0.5,4.52,4.49,4.4,4.68,4.68,0.28,113602,38.3,6.66,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2342,Radha,HF Cross,8.3,6,56,25.0,24.7,1.3,4.75,4.75,4.61,4.73,4.75,0.14,101776,38.5,6.62,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2343,Bhavani,Rathi,6.2,4,121,15.2,15.1,0.7,4.51,4.72,4.66,4.55,4.72,0.21,170822,38.6,6.45,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2344,Tulsi,Gir,9.2,6,275,19.6,11.3,42.5,8.3,7.86,8.35,8.24,8.35,0.49,1003355,40.4,7.05,2,2,RF,HIGH,34694,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2345,Lakshmi,Sahiwal,5.0,5,218,15.3,14.8,3.3,4.72,4.92,4.87,4.85,4.92,0.2,195000,38.6,6.59,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2346,Kapila,Murrah Buffalo,6.2,2,184,17.2,16.9,1.7,4.79,4.75,4.83,4.68,4.83,0.15,195000,38.7,6.64,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2347,Surabhi,Tharparkar,3.9,5,124,15.9,8.3,48.0,8.36,8.39,8.64,8.25,8.64,0.39,1150465,40.0,7.13,2,2,LH,HIGH,38650,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
